도서관명,시도명,시군구명,도서관유형,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수
중앙도서관,경기도,포천시,공공도서관,09:00,00:00,548,69808,66,1033,7,14
공익문고풀뿌리아카이브,대전광역시,중구,작은도서관,9:00,18:00,20,7000,30,0,3,15
도솔도서관,충청남도,천안시,공공도서관,08:00,22:00,296,70437,66,1141,5,14
평화도서관,전라북도,전주시,공공도서관,9:00,19:00,248,70448,20,278,4,14
알짬마을도서관,대전광역시,중구,작은도서관,11:00,18:00,15,7062,3,0,3,15
풀이음작은도서관,강원도,속초시,작은도서관,9:00,22:00,48,7077,4,1,2,7
봉담도서관,경기도,화성시,공공도서관,9:00,22:00,350,70857,93,1571,5,14
햇빛21작은도서관,경기도,고양시,작은도서관,10:00,18:00,0,7111,0,74,3,7
갈현1동 문화의집문고(갈현1동 주민센터),서울특별시,은평구,작은도서관,09:00,18:00,30,7120,0,0,0,0
소정꿈나무작은도서관,부산광역시,금정구,작은도서관,09:00,18:00,10,7147,0,0,3,14
신도작은도서관,경기도,고양시,작은도서관,10:00,18:00,0,7150,0,5,3,7
당감1동작은도서관,부산광역시,부산진구,작은도서관,09:00,18:00,50,7166,0,0,2,7
성산일출도서관,제주특별자치도,서귀포시,공공도서관,08:00,22:00,380,72183,27,9529,5,15
대우도서실,부산광역시,금정구,작은도서관,14:00,18:00,12,7200,0,0,2,14
수성구립사월역작은도서관,대구광역시,수성구,작은도서관,12:00,20:00,21,7217,6,0,5,15
성정1동작은도서관,충청남도,천안시,작은도서관,10:00,17:00,26,7218,6,227,5,14
서동골책놀이터문고,부산광역시,금정구,작은도서관,11:00,20:00,21,7238,2,0,3,14
다문화작은도서관,경기도,시흥시,작은도서관,9:00,22:00,13,7245,10,208,6,14
소양철쭉작은도서관,전라북도,완주군,작은도서관,09:00,18:00,30,7357,10,0,3,14
호수공원작은도서관,경기도,고양시,작은도서관,10:00,18:00,0,7364,0,1,3,7
중앙탑 작은도서관,충청북도,충주시,작은도서관,9:00,18:00,37,7424,4,0,7424,14
당감2동북카페,부산광역시,부산진구,작은도서관,09:00,18:00,10,744,0,0,2,7
연지동작은도서관,부산광역시,부산진구,작은도서관,09:00,17:00,40,7479,0,0,3,14
행복나눔 작은도서관,전라북도,전주시,작은도서관,9:00,18:00,24,7537,29,0,2,14
효사랑푸른꿈작은도서관,전라북도,전주시,작은도서관,9:00,17:20,45,7538,0,2,3,7
영등포본동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,8,7538,0,0,3,14
꿈드리작은도서관,전라북도,전주시,작은도서관,10:00,18:00,25,7589,5,150,3,7
하동도서관,경상남도,하동군,공공도서관,08:00,22:00,60,76503,23,3565,5,14
청아나루작은도서관,전라북도,전주시,작은도서관,9:00,18:00,25,7690,48,0,2,7
동녘도서관,제주특별자치도,제주시,공공도서관,9:00,18:00,197,76913,32,3040,5,15
달서구립성서도서관,대구광역시,달서구,공공도서관,09:00,20:00,222,77179,29,2486,10,15
자운마을작은도서관,대전광역시,유성구,작은도서관,10:00,17:00,20,7761,0,0,2,7
능곡도서관,경기도,시흥시,공공도서관,9:00,22:00,519,77733,39,1976,6,14
은행골작은도서관,경기도,시흥시,작은도서관,9:00,18:00,30,7935,5,0,6,14
금정작은도서관,경기도,군포시,작은도서관,9:00,18:00,20,7938,0,0,3,14
홍성군글마루작은도서관,충청남도,홍성군,작은도서관,9:00,18:00,28,8580,208,0,5,7
초록길도서관,서울특별시,은평구,작은도서관,10:00,18:00,40,8000,0,0,0,0
영주휴천작은도서관,경상북도,영주시,작은도서관,13:00,19:00,20,8022,0,169,3,15
여수시립환경도서관,전라남도,여수시,공공도서관,07:30,22:00,315,80394,40,2412,80394,338
오남도서관,경기도,남양주시,공공도서관,8:00,24:00,372,80688,125,2071,5,14
서귀포시삼매봉도서관,제주특별자치도,서귀포시,공공도서관,9:00,22:00,263,80853,15,2345,5,15
영주상망작은도서관,경상북도,영주시,작은도서관,13:00,19:00,30,8094,0,42,3,15
서귀포시중앙도서관,제주특별자치도,서귀포시,공공도서관,9:00,22:00,860,81489,24,6636,5,15
수안보 작은도서관,충청북도,충주시,작은도서관,10:00,19:00,27,8151,4,0,8151,14
달서구립도원도서관,대구광역시,달서구,공공도서관,09:00,20:00,165,82666,31,3805,10,15
달서구립달서어린이도서관,대구광역시,달서구,공공도서관,09:00,20:00,106,82718,16,3936,10,15
아름동 도서관,세종특별자치시,아름동,공공도서관,9:00,18:00,74,8212,50,70,3,14일
꿈쟁이도서관,경기도,군포시,작은도서관,10:00,18:00,137,8215,0,0,7,14
글누리작은도서관,부산광역시,금정구,작은도서관,10:00,18:00,25,8300,0,0,3,14
큰나루작은도서관,전라북도,전주시,작은도서관,9:00,18:00,25,8376,0,0,2,7
중앙동작은도서관,충청남도,천안시,작은도서관,10:00,17:00,6,8399,5,0,5,14
사리현작은도서관,경기도,고양시,작은도서관,10:00,19:00,0,8468,0,0,3,7
금샘마을도서관,부산광역시,금정구,작은도서관,10:00,18:00,30,8500,4,120,3,14
삼괴도서관,경기도,화성시,공공도서관,9:00,22:00,192,85113,74,3220,5,14
기아행복마루작은도서관,경기도,화성시,작은도서관,9:00,18:00,80,8557,6,294,5,14
신길4동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,10,8558,0,0,3,14
덕진도서관 인후분관,전라북도,전주시,공공도서관,9:00,19:00,332,85638,18,1708,4,14
광천공공도서관,충청남도,홍성군,공공도서관,9:00,18:00,132,86304,19,0,6,14
상북어린이도서관,경상남도,양산시,공공도서관,9:00,18:00,80,8637,6,133,5,21
책읽는 세상,부산광역시,금정구,작은도서관,14:00,17:00,18,8640,14,1,5,14
성남면작은도서관,충청남도,천안시,작은도서관,10:00,17:00,18,8697,3,0,5,14
풍세면작은도서관,충청남도,천안시,작은도서관,10:00,17:00,18,8699,5,0,5,14
중앙도서관,제주특별자치도,서귀포시,공공도서관,08:00,24:00,606,87600,28,6995,5,15
입장면작은도서관,충청남도,천안시,작은도서관,10:00,17:00,12,8719,6,0,5,14
신길7동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,18,8775,0,0,3,14
중랑구립면목정보도서관,서울특별시,중랑구,공공도서관,8:00,23:00,227,87775,52,584,4,14
삼매봉도서관,제주특별자치도,서귀포시,공공도서관,08:00,24:00,211,88447,25,3106,5,15
함현공원작은도서관,경기도,시흥시,작은도서관,9:00,18:00,40,8809,0,0,6,14
영천시립도서관,경상북도,영천시,공공도서관,9:00,23:00,630,88188,72,387,5,14
송악도서관,제주특별자치도,서귀포시,공공도서관,9:00,18:00,208,88638,32,1460,5,15
평내도서관,경기도,남양주시,공공도서관,8:00,24:00,454,88989,96,1876,5,14
고양윤창작은도서관,경기도,고양시,작은도서관,10:00,18:00,0,8923,0,0,3,7
둔산도서관,대전광역시,서구,공공도서관,07:00,22:00,470,89509,19,1737,10,14
신길3동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,12,8973,0,0,3,14
예뜰도서관,서울특별시,은평구,작은도서관,12:00,17:00,60,9003,0,0,0,0
구이모악작은도서관,전라북도,완주군,작은도서관,09:00,18:00,30,9014,10,0,3,14
길벗 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,9025,0,0,3,7
책누리작은도서관,부산광역시,사상구,작은도서관,10:00,16:00,24,9039,0,0,0,0
덕진도서관 송천분관,전라북도,전주시,공공도서관,9:00,19:00,307,90821,25,1216,4,14
수택작은도서관,경기도,구리시,작은도서관,9:00,18:00,48,9190,14,205,5,14
신사어린이도서관,서울특별시,은평구,작은도서관,09:00,18:00,40,9206,0,0,0,0
회화나무 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,9210,0,0,3,7
제남도서관,제주특별자치도,서귀포시,공공도서관,9:00,19:00,193,92570,37,2466,5,15
양정1동작은도서관,부산광역시,부산진구,작은도서관,09:00,18:00,32,9289,0,0,3,7
풍동도서관,경기도,고양시,공공도서관,9:00,22:00,0,93313,128,1735,7,14
일봉동작은도서관,충청남도,천안시,작은도서관,10:00,17:00,6,9366,6,37,5,14
당산1동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,22,9399,0,0,3,14
햇살나무작은도서관,부산광역시,사상구,작은도서관,10:00,17:00,40,9400,0,0,2,14
평화꿈틀 작은도서관,전라북도,전주시,작은도서관,9:00,19:00,50,9578,0,0,2,7
감천횃불 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,9628,0,0,3,7
산단작은도서관,전라북도,군산시,작은도서관,10:00,19:00,46,9628,11,0,3,14
단포작은도서관,경상북도,영천시,작은도서관,9:00,14:00,21,9631,1,0,3,14
문성동작은도서관,충청남도,천안시,작은도서관,10:00,17:00,12,9660,4,375,5,14
통진도서관,경기도,김포시,공공도서관,8:00,23:00,414,96697,125,4200,10,14
구즉도서관,대전광역시,유성구,공공도서관,8:00,22:00,271,96820,58,1856,3,14
두정도서관,충청남도,천안시,공공도서관,08:00,22:00,148,96970,75,1242,5,14
와부도서관,경기도,남양주시,공공도서관,8:00,24:00,476,97079,127,4691,5,14
이천시립청미도서관,경기도,이천시,공공도서관,09:00,23:00,120,97609,48,2993,5,14
한수풀도서관,제주특별자치도,제주시,공공도서관,9:00,18:00,227,97703,30,1306,5,15
꿈이있는나무작은도서관,전라북도,전주시,작은도서관,10:00,18:00,110,9860,0,0,2,7
도림동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,30,9862,0,0,3,14
구수산도서관,대구광역시,북구,공공도서관,9:00,22:00,200,99301,65,6150,5,15
성정2동작은도서관,충청남도,천안시,작은도서관,10:00,17:00,24,9957,6,412,5,14
성환읍작은도서관,충청남도,천안시,작은도서관,10:00,17:00,20,9981,4,963,5,14
화정어린이도서관,경기도,고양시,어린이도서관,9:00,18:00,0,99827,35,975,7,14
